USERNAME,MESSAGE,PFP,ISBOT
"@stinkydoessomething","the UK curse is turning kenny into a goblin","https://yt3.ggpht.com/m4ETMxqyJLKpfQiUOfdxYBGfj6H14TQav3bf5NMhTzwG-dwwegwa8DvfnOPFCRAYyT4_iaqKVw=s88-c-k-c0x00ffffff-no-rj","false"
"@zanes7300","ken my lord, my light, the reason to my will to live","https://yt3.ggpht.com/ytc/AIdro_l5GvZago8mMMQaDuLoed5Qor2UoSKPr6e2NAdb0qA=s88-c-k-c0x00ffffff-no-rj","false"
"@TojiFushigoroWasTaken","No one wears hoodies indoors..... unless they gooned in last 5 minutes","https://yt3.ggpht.com/WsUu8_OsE0vK-sqQoQ9jFlzc_8PLjxjrbZLPZrj3FvfK7NPDpqxIirbRFlNLjagZg9ds19nvdA=s88-c-k-c0x00ffffff-no-rj","false"
"@Endynn","Hoodie looks good ken","https://yt3.ggpht.com/Ki0AyjyhzqhUVgUSytETOypu_GzdyDlJRLy4KKtqikUSF-VUnQAxJMOhT_ceG3BhfLQjohN7=s88-c-k-c0x00ffffff-no-rj","false"
"@--.----","Ken attempts to disguise his identity with a hood because he is wanted for keeping berserkers in his basement","https://yt3.ggpht.com/ytc/AIdro_k_nRddFD4iToGC_qJBSbq_CH5SoMtdU4s5knzrPGHfX6Gb3R4=s88-c-k-c0x00ffffff-no-rj","false"
"@giuliocoppo2503","I love ken's comment section","https://yt3.ggpht.com/ytc/AIdro_mB9OdMhADEKoJbeebvcPD_mDALG21fnHUZuxNIdFo=s88-c-k-c0x00ffffff-no-rj","false"
"@koz980","I think ken forced kirk to bomb kenezuela","https://yt3.ggpht.com/hqXgy4uQaQJuX9q1R16Pql58zopIDBRE5nZl0eGqSCXOS9IZcN9flOBzl6Y1u0WUj9ujcqCnLA=s88-c-k-c0x00ffffff-no-rj","false"
"@rudz_54","I’m so glad to see me finally giving light to my beloved rune giant","https://yt3.ggpht.com/LXbHwMA1-qKouHumdXUv8vKPiJQ8bSOZDtBCvmgtDbQei38ajMGbZeDlcmva6yiom9NraEHW_SE=s88-c-k-c0x00ffffff-no-rj","false"
"@blazingblazeing","4:42 how dare you say impregnate me to dart goblin when you already got impregnated by rune giant and impregnated berserker","https://yt3.ggpht.com/Vh_SluVTed1EfybaM4IWGE13TmvNvVZXaU0TjquvUF0HWjw_xe1GvJIm9ArSceO38F19ZdUyeQ=s88-c-k-c0x00ffffff-no-rj","false"
"@ShauryaManish","kenny wenny looking like the plug","https://yt3.ggpht.com/4uqupKB3Fgt3cPgZ8CnaBi_bFfNy-zNm8dSCqeIg5BtOn7Nvk02JZNfXmJtGb3IysRwEJPGv=s88-c-k-c0x00ffffff-no-rj","false"
"@wez_cr","Clash of clans: big toes, but weird heels and the toes are aligned wich is weird. 6/10

Clash of clans (Sneaky archer): toes are longer and the heel looks very realistic. 10/10 would lick

Clash of clans (Super archer): this one is quantity over quality, as the feet are large but not very well modeled. 7/10

Clash royale: there is more emphasis on the thighs. Thighs get a 9/10 but this is a feet tier list so those small feet will unfortunately get a 5/10

Clash quest: feet are too stubby, just like the toes. There’s almost nothing to suckle on. 2/10

Clash mini: after the archers tragic accidents she had to undergo amputation. No feet. 0/10","https://yt3.ggpht.com/w30BIYIbqGFzafYi3FYh-9XZ2AS0GJneODynf6yT-fI0QZogcazkbQ2UtxyqexnGprWtC3SP=s88-c-k-c0x00ffffff-no-rj","false"
"@RogTwo","Ken is the type of guy to bring his son on a dubble date with rune giant and berserker","","false"
"@iyxzee","I love watching ken play with his level 16 beserker","https://yt3.ggpht.com/iyJuiVDEianxsNq_HaZSYpRvcex1egmARk2gJ5RejiLzfbyi0RvzgyEkzi2xAqmhK3_FHgIKdA=s88-c-k-c0x00ffffff-no-rj","false"
"@gamafiree7360","""and goblin curse"" ken mutters after turning on the gas chambers","https://yt3.ggpht.com/ytc/AIdro_mDSDGu185WbEbLMjT88dsAjAXFc6bZBdWyMrxQ8wmfYsQ=s88-c-k-c0x00ffffff-no-rj","false"
"@ultracharge2464","he looks like hes about to tell someone not to come to the arena tomorrow","https://yt3.ggpht.com/ytc/AIdro_kpnzwQUStimhkiLPrFE8gYzebqp94nuCRXB7xPOY5iMFg=s88-c-k-c0x00ffffff-no-rj","false"
"@caprial6233","goblin curse had damage amplification","","false"
"@JC0ALOFT","Ken, how are you smelling today?

Ken: 0:46","","false"
"@KristofSzoke","Ken looks like Mr Potato Head from Toy Story","https://yt3.ggpht.com/ytc/AIdro_l0-93o-N4jweYv7-bzEspdpjpNmkF1pKsdg14yNPPlM54RTS3m4MWNNzI-8fBIvT4zFA=s88-c-k-c0x00ffffff-no-rj","false"
"@Comprehendme","brodie hit the kenjamin today","","false"
"@RealX0tj3","10:36 seconds before ken blows up the whole house","","false"
"@robastergaming6074","ken loves ruining miners with his enchanted berzerker","https://yt3.ggpht.com/ytc/AIdro_l0xs6Cg9-L4FLZa3rFKAtgLQcUgl_qLsNmIHYJCiF0-4E=s88-c-k-c0x00ffffff-no-rj","false"
"@DaTy_Journals","KEN PLEASE SEE THIS! USE LIL' PRINCE WITH RUNE GIANT! PRINCE IS BASICALLY A MINIGUN LIKE BRRRRRRR ","","false"
"@cuneytsevi3502","""Ask not what your clan can do for you — ask what you can do for your clan"" Kennethy says before being shot in the head by the Evo Musketeer","","false"
"@FXsensei2","Perfect timing. Thank you Ken, I can eat on time.","","false"
"@omarragabb","Hi kenny","","false"
"@tomoya6040","I swear I remember reading tip that said ""Goblin curse used to have dmg amp""","","false"
"@chrissyoons","everyday that passes ken looks more like a drug dealer","","false"
"@jochen6175","New Face expression just dropped","https://yt3.ggpht.com/ytc/AIdro_lU2Z4ZjUY1ArSHLubVlrgs2snW96c4KBy_GQa_EKakD7U=s88-c-k-c0x00ffffff-no-rj","false"
"@0kayArt","2:52 gooner spectators","https://yt3.ggpht.com/hufJCH-BCMU5TD1TRryeG3Q6zDC51hKKMm9RT85eRb4ATWnF3ONxMLjbf1UJt7a1tyOONIu_=s88-c-k-c0x00ffffff-no-rj","false"
"@homelessfan","5:40 Me when I want help from HR:","https://yt3.ggpht.com/wWSf_i3OqwkOI1OokqufJ8uEQIEGuAay_es7t5Z_E3sKyqvHMJO0RmQ7thsXOvQFERh3pE0wqwk=s88-c-k-c0x00ffffff-no-rj","false"
"@andrushaOwO","10:51 bless you daddy ","https://yt3.ggpht.com/AeghH_RIcl7yG5rLrZP6qtZlvWQigQoRIxiG3xz3ptN6AHDNNU5JL-I3AomoWkDit-AcUadHxw=s88-c-k-c0x00ffffff-no-rj","false"
"@leongfeller1312","I'm a simple man, I see goblin curse, I click.","","false"
"@homelessfan","You're my curse, Ken","","false"
"@OkthenBi","""and goblin curse."" Ken says in response to the clash royale devs asking what they should give an evo to next.","https://yt3.ggpht.com/6PF977ShmuYbtPr6VnJqREhMl5Owmfllnb8fKS2DgVlvP9giflVhDd5m3m51wBCWTCHWH5d8=s88-c-k-c0x00ffffff-no-rj","false"
"@BOBDEDUDE6","I would cross the street if I saw koblin kurse late at night...","https://yt3.ggpht.com/_znnDt2-CqvXbN_ILHLnPwO20VTSmbUxGAza1CKz58vcRruuUmRc0xE3ugReNCI5o6QP--rpGA=s88-c-k-c0x00ffffff-no-rj","false"
"@Runegiants_sweatrag","Ken just realizing what I’ve been knowing this whole time","https://yt3.ggpht.com/YvE3YEgZznp024HcpPsF5sH_Onp08PojU7qq2URx6oDZdrkEB4iiBHKmEMgBtKLyfOe4hWUvzg=s88-c-k-c0x00ffffff-no-rj","false"
"@tuckerstone150","Galactic fumble at 0:01","https://yt3.ggpht.com/373G6oUtvJJFTO2a6eTw5p7nxUZ8HDs-mDNpIhqmhHy0-5XBRYADymJ-NgMGISx2j-afjvCaAfc=s88-c-k-c0x00ffffff-no-rj","false"
"@Uncward","Rnjesus   bless me with another goblin curse tutorial from Ken ","https://yt3.ggpht.com/ZRhVx9SKREnpsM6DPJ7Z17vA5c4SvCZryhT_pXhrViLfxemBcZAzR4O0aLbIeNssGS3XkFpGJvc=s88-c-k-c0x00ffffff-no-rj","false"
"@juliansiekiera","„and goblin curse” says ken after taking a shit","https://yt3.ggpht.com/vgs-nbH5niJvKVhGPKNTm_-eP1IOUoL-Gb6dTMg9urkUzpo2cA77HvPPHiyaipqFY3cGz6RjoA=s88-c-k-c0x00ffffff-no-rj","false"
"@Fouffy","Once upon a time, a little Goblinstein came upon and underleveled Berserker. His log leaked elixir until his elixir pump was completely empty. Oh yeah, if you couldn’t tell Goblinstein is referring to Ken.","https://yt3.ggpht.com/g7EPjtRJQMwPcB9K9d36VFTGf4f75ImAbWmGz_vILMUS9MjsmXAti18DjbylnP6EjkNgUqLROQ=s88-c-k-c0x00ffffff-no-rj","false"
"@baran6451","Ken is PEAK Goyslop","https://yt3.ggpht.com/8v76HPwcdGheOWA5SyufxBw_6QWgWaYCzG5bhjGKR5MZxy1EBOXbzNgDsP4vy-RW9Q-_MsxTvA=s88-c-k-c0x00ffffff-no-rj","false"
"@anotherguynamedalex4281","Ken, it's yours.","https://yt3.ggpht.com/3tVkMPYxXUX0hvw7OtYXV8d-xkWOmgeLHjHPeoCZGhaTc1IkYYCiwDWNXDUPVra4CEAUF4NEKg=s88-c-k-c0x00ffffff-no-rj","false"
"@makingmenweak","Ken is officially cursed now","https://yt3.ggpht.com/P_veURLdWO9J6uNpIV8nJNG5yjBjOeYVLEdODFrahCXNPiAexGu3hqISUjn8ZUgARV5GM_dO=s88-c-k-c0x00ffffff-no-rj","false"
"@butterssan114","Ken looks like he’s being born","https://yt3.ggpht.com/ytc/AIdro_m3z2sovNh76qmyTnmt7g2FOUz0fVLl5H3AzLr_T_cH7jM=s88-c-k-c0x00ffffff-no-rj","false"
"@pipidon1337","He really likes rune giant now huh","https://yt3.ggpht.com/ytc/AIdro_lZq3XVF-lSlyOSOH2KII-x_HJIgmuB5Khxc9YRceHH5iM=s88-c-k-c0x00ffffff-no-rj","false"
"@ABORIZ_AB","Goble on my curse ken","https://yt3.ggpht.com/7esZMEQUkQQlnEIz8rRzm6R-c8gr-ahug9ulEkNS-KqF0tWct8oKVNFUTCWbGk45i9opxDdT=s88-c-k-c0x00ffffff-no-rj","false"
"@vortback","2 minutes ago is lewkenuinely tow tickling ","https://yt3.ggpht.com/qHS85E3N5-jR-SEgcDDZqlSteYK7BBLviGFNFywDpGPMmuD9x4oVJZdaDqgfqGbENJCaWBC-aA=s88-c-k-c0x00ffffff-no-rj","false"
"@leonardobellan9710","Ken isn't allowed to be 7 tiles within a minor","https://yt3.ggpht.com/ytc/AIdro_nBKniAMvNElhCG3OQPtipPrYYFcYco7eVBLnQeF54Otw=s88-c-k-c0x00ffffff-no-rj","false"
"@ihateillo","ken could be aussie and i wouldnt even notice xx","https://yt3.ggpht.com/Ntc24EGc_Q7xcyOo2jMLzfRxBaBe4QBEC85cfIbX6P8F5emGh3jlvuNbs_zVguqNTC-bOMK15w=s88-c-k-c0x00ffffff-no-rj","false"
"@liamclarke7366","ken the ghost! has not seen sun since 2025","https://yt3.ggpht.com/-ygGy2izqoqFsNHkQDUxTFpjRdg2mMowQYimELfmJdA26JI31lmWrb-kALvTD7MZIgabx8Rz=s88-c-k-c0x00ffffff-no-rj","false"
"@ELZ-n3o","4:59 if ken becomes a kids toy review channel ill send him beserker teddies to add to add to his secret collection","https://yt3.ggpht.com/ytc/AIdro_nj7PAq489rI6NHK471MkFocojz6YJXKcDqEE2K1NQlj-I_sNgBPBPSsnyomX85OyBptw=s88-c-k-c0x00ffffff-no-rj","false"
"@notstampgoat","Well now we HAVE to know what happened. SURELY though Ken didn't fumble someone again that'd NEVER happen","","false"
"@GarTuggboat","Ken rhymes with Ken","","false"
"@Franekpl-h7f","kens dressed like his about to meet a 8 year old kid","","false"
"@vadepierce4542","I can’t wait for Ken to get to 12,000 trophies so he can start denying squeakers from getting into 12,000 trophies again. I loved it when he did that at 9,000 trophies. It was one of my favorite things","","false"
"@ColtenVeyna","Ken enchanting his minors.","","false"
"@ultimategiraffe1330","ken has goblin curse irl","","false"
"@gavinpineiro8777","Ken think about it. Rune giant w hero wizard, Evo E Drag, and Golden knight.","","false"
"@Donny148","Waiting for rune giant and magic archer Ken","","false"
"@ansarishamikh_","magic archer behind rune giant will give you enchanted demage on everyone he hits","","false"
"@mikoajkot9929","Lol I think that I saw a tip „goblin course make a damage application”, am I the only one?","https://yt3.ggpht.com/DX8_mKI0NVmqvPiDVqJ0QzxEbO-SekTr4nJJDBdid-B9QFZ45O7gt86He5f4KYk8GXfZ0r4HRg=s88-c-k-c0x00ffffff-no-rj","false"
"@Pigeonwithglue","If there’s only one goblin curse fan in the world then it’s Ken. If there’s no goblin curse fans in the world, then Ken’s dead.","https://yt3.ggpht.com/IKaOeq79eLNETeTjJk1N_iI_oJMqbsGAraHw7giFHXtWdS-E0kVy9XkHMhqTpeXyAB2BInlqBPQ=s88-c-k-c0x00ffffff-no-rj","false"
"@mymum2775","ken cursed me with his goblin curse then i proceeded to go ""goblin mode"" all over beserky","https://yt3.ggpht.com/ytc/AIdro_m8S3r9evDCwIhc4HsnDdhN1KHVP0dQZdAiEoJ81E--=s88-c-k-c0x00ffffff-no-rj","false"
"@prodlenzi","kens been playing rune giant a lot to get some intimacy with berseky's mom the day he meets her to announce the pregnancy","https://yt3.ggpht.com/XJ-Iep79ysTrMDDNNyCi7w6q_3yZwSenuuHZt-qMwnKYtQxquLHhFwbofvceF3hQKp13FQR0jw=s88-c-k-c0x00ffffff-no-rj","false"
"@RubenDMartinez999","Went from depressed to undepressed after seeing Ken uploaded","https://yt3.ggpht.com/bpkstmtlgkqucUo_yy8Va2PlzGRw7Cohbcg-BWcZVOq8adrQtWV-unI56urx6aywOrv9z7ia=s88-c-k-c0x00ffffff-no-rj","false"
"@DominicLicavoli","anybody else lowkey miss the green screen of death","https://yt3.ggpht.com/_MeTb_XPVQJipgqaPBBog-Ks_r98eh_HB5SLvJehrXXi-eF2t48uT8uaDTbkrKPkXPkLo-GMiHs=s88-c-k-c0x00ffffff-no-rj","false"
"@bigsteppininmystilts5044","certified lowkenuinly a banger","https://yt3.ggpht.com/ytc/AIdro_lZuWH3rdOqMvm8l4Q6yZlUvkY6VYCygVrBbOzr93o=s88-c-k-c0x00ffffff-no-rj","false"
"@GueDe1","Ken, the type of guy who is always pregnant yet never delivers.","https://yt3.ggpht.com/vYgwMh3zUJVw8PJiLZpuT9aYZHgJ0QitMYlYTxQOwYRv3b9qBo7czmF3gppCQ3HEesJqi1oh_Q=s88-c-k-c0x00ffffff-no-rj","false"
"@antoninstrelba1948","holy refresh pull twice in a row","https://yt3.ggpht.com/ytc/AIdro_nsAD_HdFYF1nRVCQ9uNXsRsyzfzOSWdW38MbzmdA7uNjkz=s88-c-k-c0x00ffffff-no-rj","false"
"@lowlifehighlife","3 minutes ago is ball fondling","","false"
"@mainbraine","6:22 Day in the life of Ken","","false"
"@bilalassarouhi3859","Ken is the type of guy who would bully famous people on clash royale","","false"
"@breaddude5343","What a handsome fella!","","false"
"@NicoleSanders-n8o","You don’t perform, and that’s what makes this powerful.","","true"
"@realjuandalepringle959","notice how he avoids level 18 (mirror + royal chef) berserker","","false"
"@ziggleryoloxdhd1484","Daddy loves playing","https://yt3.ggpht.com/ytc/AIdro_lNZDxtX9iaOPyPUiJoDi6PoLuXrWIMgPSFdEsGPTmAUg=s88-c-k-c0x00ffffff-no-rj","false"
"@J1bberJ4bber","I was gonna ask for Rune Giant X-Bow if that is possible, but now I wanna see Lumberloon and Rune Giant. Pretty please, Kennedy","https://yt3.ggpht.com/wzxOnKNx_4LVFPfYcyRd6k0B3CfhKcgvW6xQuSY5UGiXxIHWMWWWahw9mgY09jrQNIyAxt5LxA=s88-c-k-c0x00ffffff-no-rj","false"
"@yuriislife2381","Shooter Ken variant","https://yt3.ggpht.com/ytc/AIdro_m85etoEEvQoo-dSPr8-mo3dLKCFibNoIUlsu6rjc9uRJI=s88-c-k-c0x00ffffff-no-rj","false"
"@puffypig","never thought id see a rune giant deck in 11k trophies","https://yt3.ggpht.com/6KeM-k3-RvTc48yLLsPtCuhFTL6hiDB5nN9IfimqlgYSmq8vZIqjPnvfWvkY5j1iVX9EgPLEEw=s88-c-k-c0x00ffffff-no-rj","false"
"@DEMONY67","daddy chill on loading ","https://yt3.ggpht.com/Pd8D9g-D5koqRS9i5frE8mgNh-wjUtIGoEun9eXSjwMhfOfysoaMDxszaJr_lylk_Onx1GLfnDU=s88-c-k-c0x00ffffff-no-rj","false"
"@ja_wu470","Good job Kenneth, this was just on time for my lunch","https://yt3.ggpht.com/pCcojBWVq4vwKRpFiM0KwvsCa-SBJI1fZdOZOI0DhwqjfZvhSPxyZfPK3dkuoSQxm4VPSNZchug=s88-c-k-c0x00ffffff-no-rj","false"
"@falcongamer58","Ken wizard","https://yt3.ggpht.com/ytc/AIdro_kVnf7lvxY11hP7MRQSfLcSby7W2fuJIwvxQelb4hocBK0=s88-c-k-c0x00ffffff-no-rj","false"
"@Kensington-z2e","10:16 ken begs beserker","https://yt3.ggpht.com/ytc/AIdro_nACY4VmZ5Y1kK3mE51WVi2QK1aSFVtOrkJuGjsOxX_u23X4lgnF3zfqqV9q95vFmA0eOc=s88-c-k-c0x00ffffff-no-rj","false"
"@MrSalt76254","WE love goblin curse","https://yt3.ggpht.com/1ZNKcWP8bTl2YHMPnULdQx7kgvKkGFCBotifUcIX8rrd6wITKGYTiW2-WCHQujaX7GyJw2zs=s88-c-k-c0x00ffffff-no-rj","false"
"@mixaa18","Evo mk AND fisherman","https://yt3.ggpht.com/ytc/AIdro_n65nilsr7Il2SdpwD0dwoLp40XOIACFM9LjvDY7mAb2wc=s88-c-k-c0x00ffffff-no-rj","false"
"@Gvoudw","Ken is the type of lad to post while I’m eating","https://yt3.ggpht.com/eR5SiZ643xn1gWgoEA1KuGWdpo-GNKCI4DTWVai7pI7HNYLByB26K0vRTQFhrwYb2wUiTdwX5oY=s88-c-k-c0x00ffffff-no-rj","false"
"@konakke1","ken","https://yt3.ggpht.com/ytc/AIdro_m81r_RpGR1QRuXGaIjnZ704hcTjmxb302myUEBvTIs7E0CtI7KeKkbUKrNx2U71JIRrQ=s88-c-k-c0x00ffffff-no-rj","false"
"@Pxlr27","Ken and goblin curse","https://yt3.ggpht.com/BsBxKWDDsxgucbesg0Fy6prXOv1XJc6GDKHtin8H4tk17ydw7ExSORwtPj7qWNdJjSNgbMVhmQ=s88-c-k-c0x00ffffff-no-rj","false"
"@ShooterMcGavin_","2x speed already watched the whole thing","https://yt3.ggpht.com/ytc/AIdro_nAtZA_8Lw04uPTsEWxK45e79eTvk7tm2_Cph2VLeJ8yLM=s88-c-k-c0x00ffffff-no-rj","false"
"@Groggy_grog_hog","Holy fresh pull","","false"
"@1Just_A_Person1","i wish rune giant worked for my log","","false"
"@scott2713","Bro is cold in 2026","","false"
"@davidnatzkin","Bless you...","","false"
"@NightslayerVI","Goblin curse used to have damage amplification","","false"
"@damaan-k8j","you were late, kenny wenny...","https://yt3.ggpht.com/ytc/AIdro_kUSqB9_0cB2Xfe_iVPBhI9OS8Uah1pHjKRdzYH99xrZWzqtEzY1q1LlszdYWYsWdNFaA=s88-c-k-c0x00ffffff-no-rj","false"
"@chuchacz-xoxo","bro is recording in a woody-hoody","https://yt3.ggpht.com/gRCK7D6KqW7zn0uC2Qy7HExrVV3b6bfX7o_QoMHuEm7jzzNeUjSgb6YPp9ymdq8IY1v_pQXSoGw=s88-c-k-c0x00ffffff-no-rj","false"
"@fabiii2831","Fun fact: Ken actually isn't allowed to get into a 7 tile radius of a miner","https://yt3.ggpht.com/ytc/AIdro_lkOERR-GGQNmPsacCzxdEuwauEWY7Bi6ZXn9kmCHI=s88-c-k-c0x00ffffff-no-rj","false"
"@Benwinzzz","37 seconds is crazy","https://yt3.ggpht.com/_pi9RWS_QRDCbk9sjGzYJQwNENtxUCC46S-IUsm-h8VmCoXw7d7pJ54BmXdXXGAw30Mq5RTj96U=s88-c-k-c0x00ffffff-no-rj","false"
"@LiamJackson-k6j","ken let the beserker out of your basement please, she needs to be fed, shes only level 11","https://yt3.ggpht.com/YxqLNohnSVwBIS76ATQW4LF4u3h32t3OmhLJ_p8r8Prxsy56E9612zHeTsPlr6RltzWjUrQxYl0=s88-c-k-c0x00ffffff-no-rj","false"
"@idkchannelname6506","Hey Ken! Great meeting you at the bar last night! Don’t worry about all that crazy stuff with your Log, happens all the time","https://yt3.ggpht.com/ytc/AIdro_nj5NQIPjQQILHhvpWQjSU6IntCmoMOr9Zy6Ni4OoA11A=s88-c-k-c0x00ffffff-no-rj","false"
"@Zedward57","No way he’s using both","https://yt3.ggpht.com/9Dz9Y5aMTvodJxIKRMXWmAxRMqjkm5zGm00o6Ourfqm-rwxyTjOgqrjQLRPM0q1pnPC3jB9b6Q=s88-c-k-c0x00ffffff-no-rj","false"
"@rockyjohnson7082","mythical refresh pull","https://yt3.ggpht.com/ytc/AIdro_miWDBubO1zxMPwSZJiMdx00Bltj-EeV1xEASPCNauOBg=s88-c-k-c0x00ffffff-no-rj","false"
"@valclipped1507","5 minutes ago is toe tickling","https://yt3.ggpht.com/EBGj5IgoibMdHTSmH1VkW5QSkwYZW3o6vjxKfIvxPz3uou0DB9KKWeYuVAIL1ExMiagMQoo6NiI=s88-c-k-c0x00ffffff-no-rj","false"
"@relievedkocour2539","Watch Supercell nerf Rune Giant because Ken is having fun using it.","https://yt3.ggpht.com/ytc/AIdro_lPYsy1OEpv0J8l14mfGHEaz9z3e6rDw7sTNtm5TYNuvL0=s88-c-k-c0x00ffffff-no-rj","false"
"@maxnotfound1162","Bless you ken","https://yt3.ggpht.com/9mR9oGZpNKG8KUoonnbhMLtKQQeC1S7WTPqqEV-5qgvESrB6GVc2N6opMXz0fdtwPUg5zQUQAA=s88-c-k-c0x00ffffff-no-rj","false"
"@z0089zo","Scotland","https://yt3.ggpht.com/yvkHm3Ei2m0JiigmfyOG6wuiEDVOd1DeFVTTnOMBwZINgoBKfAg3uQ02-OsAS2xCYZXj-kAlirg=s88-c-k-c0x00ffffff-no-rj","false"
"@motyh1","10:38 bless you daddy","https://yt3.ggpht.com/Ot1w5kAfCIIeifzg_2Nm2cS5IMcffU6AyWR0fyPWIougmCkScCJ4AOETdCZfaXplzz25gG1i5w=s88-c-k-c0x00ffffff-no-rj","false"
"@DinoBalik","The early bird gets the ken","https://yt3.ggpht.com/kLAt6-Hxc_eiFpbG3bs7M6bFPFyjz3UO-sp46qWLMcw2JI-Wv30I1omnuqciJw-q7qBqJm9Wl4w=s88-c-k-c0x00ffffff-no-rj","false"
"@IncriminatedAntelope","Ken and goblin curse","https://yt3.ggpht.com/ytc/AIdro_k_YYK3DguaTmEf0OS9ni-p8B3OjUgYPwUVGcv44bnzgXOkhkPcnYEaaiqygACONf8Oaw=s88-c-k-c0x00ffffff-no-rj","false"
"@bobjack1962","5:45 they did add the tip","","false"
"@hudson_722","got me scrolling youtube just to refresh and see kenneth posted 🥹","","false"
"@ZDude55","Bless you","","false"
"@Syrianlove678","You can play miners on my tower, Kenny","","false"
"@AbusedSpider","Well played Ken","https://yt3.ggpht.com/ofEnUBkOTe9f8WqXPUfkVnY15jkI2JyVfQZDvYL9KXDltD8sYAM8hmVafeIKvBmGmx0A2kwBTQ=s88-c-k-c0x00ffffff-no-rj","false"
"@beckdaman6442","I ripped my Kenjamin to watch this","https://yt3.ggpht.com/ytc/AIdro_mhg68fxfG04VeFz-ocdADduhlzwZsF9Le78wTOU7Y=s88-c-k-c0x00ffffff-no-rj","false"
"@JcBTW1","rune giant + hero wizard, trust me ken","https://yt3.ggpht.com/QNqm20oeYdd3n_NKMzvOiEPw9hVTxGUYZ3UdE0EClsUzKPMwcuWCEPJMVW8RfgndQmbf14MOyzM=s88-c-k-c0x00ffffff-no-rj","false"
"@FreshKicks0","You should make a deck with all your favorite cards, Kenzo","https://yt3.ggpht.com/XjJecZLRjyzHvW3-kcpy0JoGmRJwZtr55ZxrOT8RFbrpwq7SXVf2ebrJwql6PSxLkmrODsg5=s88-c-k-c0x00ffffff-no-rj","false"
"@Rugga_56","Evo eyebags","https://yt3.ggpht.com/ffJBJKzyIy-bq1bRoEvmhX0x_yD86FkKo8vYKht86PLF2OLbRbLT1VzxSlU2stWjLVmyrDlYKQ=s88-c-k-c0x00ffffff-no-rj","false"
"@progamerericjones875","‏holy refresh pull","https://yt3.ggpht.com/ytc/AIdro_m0s1ibUQ7iCd4b_H5hsBCt35cjnZ6noqmaXCr9pkE=s88-c-k-c0x00ffffff-no-rj","false"
"@cheo1548","i miss bananatapioca so much","https://yt3.ggpht.com/ytc/AIdro_mt806ZZkf2USw75RMkfu-KwQK2winqJLVpiqEt20Y=s88-c-k-c0x00ffffff-no-rj","false"
"@Yegu-l2s","Ken looks like his mom is kinda homeless","https://yt3.ggpht.com/D-IMYs2SbXAXUUOrWrEsQfL_4slKkpRr3iWz8Q2NC3Bvy1Bngoa1vWjbEoWGvRYwSLz8j7K8Ng=s88-c-k-c0x00ffffff-no-rj","false"
"@LeadoffLemur","6 minutes ago is toe tickling","https://yt3.ggpht.com/PkEeO4MJa8UCSVqiVPeBav8a9HX3NtZYEk3M6f4qqbJG84FD9WEJLRO741Wby2VNLa_j7vC6jw=s88-c-k-c0x00ffffff-no-rj","false"
"@sekirojo7162","I think a hog + freeze deck would be a good video idea","https://yt3.ggpht.com/InEnxJA7AJziuBoyRcEMcwHv8VXF1afircmYOpWEytwBnCaOcb_l2d7YIbQjnkENDuf5UKPj5w=s88-c-k-c0x00ffffff-no-rj","false"
"@felixrey287","ken sold me fent","https://yt3.ggpht.com/ytc/AIdro_mf163iZ7hEKp0mqAHL7c2iypJeAXm2mJjvlZumlvs-ixI=s88-c-k-c0x00ffffff-no-rj","false"
"@carlos7047","holy refresh pull","https://yt3.ggpht.com/aG50bWOhz_PnHMQv-XZMwPTgOLYv8eRhSUJVoAMipzWPtQ1XvnByOU3FapgSGGr56b0rRZOjqgQ=s88-c-k-c0x00ffffff-no-rj","false"
"@ShadowFrosty101","Bring back club penguin videos Kenny","https://yt3.ggpht.com/kHLzOVCGcadEHpWwIGJ-RyBIbTDeUIvwFQBdl2r7kVxFZYBn5Nj2H4dfFCXpu01zBBUfztGQ=s88-c-k-c0x00ffffff-no-rj","false"
"@Plxzcz","Ken curses his children","https://yt3.ggpht.com/rlRk_Sj3MS6rkOVZ4RUVO82M3UE7-ElXIWJDaDrZglpap8STzXgm5VW47wnxYvoV-eQaX96GPg=s88-c-k-c0x00ffffff-no-rj","false"
"@goofygoober4205","Ken YOU’RE the best deck in the game!","https://yt3.ggpht.com/H5mfSPy6Tdbpre1aJB-QaNBx7MVtCajpen_iDy5NaKKfrGDvSmrM51hxsXAur_nXUlNaqT-m=s88-c-k-c0x00ffffff-no-rj","false"
"@adam9875-s8x","Holy!!! You can see his soul leaving his body slowly after each scottland video, what activities are u paritcipating in while scottland Ken","https://yt3.ggpht.com/ytc/AIdro_n6ZBBa_3wssvZ-3uYejR-pYif7bZ3F-sJr33JSyktwwYCCLRkkFCHIjZW7Up1yAzVU4w=s88-c-k-c0x00ffffff-no-rj","false"
"@ujjwalmanda7854","20 sec ago is toe tickling","https://yt3.ggpht.com/ytc/AIdro_mWDlnNvAXUXUpJqUoCKI2tja0h1PsZN4eoI9dnBf87w6E=s88-c-k-c0x00ffffff-no-rj","false"
"@emilianosalinas195","19 mins how fast this video grew..","https://yt3.ggpht.com/ytc/AIdro_k1xAHq4UQKCU6ojeIdS11taoL7QTChRY2xzdUJU4i-tyF8=s88-c-k-c0x00ffffff-no-rj","false"
"@Damnboi6995","was caught by surprise at the end with the evo sneeze","","false"
"@Abobus104","8:02now that we are on the Minecraft topic, I NEED Ken to play Rlcraft.","","false"
